Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
Northern Region,Jammu and Kashmir,Anantnag,2019,Q2,35488,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q2,30791,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kathua,2019,Q2,30602,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Udhampur,2019,Q2,29856,33.0,75.166667
Northern Region,Jammu and Kashmir,Pulwama,2019,Q2,27167,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2019,Q2,25990,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2019,Q3,169849,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2019,Q3,64758,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q3,54404,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2019,Q3,41004,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q3,36371,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q3,32431,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kathua,2019,Q3,32213,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Udhampur,2019,Q3,31297,33.0,75.166667
Northern Region,Jammu and Kashmir,Pulwama,2019,Q3,27963,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2019,Q3,27579,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2019,Q4,174858,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2019,Q4,65611,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q4,55042,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2019,Q4,41377,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q4,36725,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kathua,2019,Q4,33481,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kupwara,2019,Q4,33279,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2019,Q4,32252,33.0,75.166667
Northern Region,Jammu and Kashmir,Pulwama,2019,Q4,28336,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2019,Q4,28333,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2020,Q1,191031,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q1,70755,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q1,59123,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2020,Q1,44636,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q1,39513,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kathua,2020,Q1,37300,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kupwara,2020,Q1,36690,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2020,Q1,35408,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2020,Q1,31570,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2020,Q1,30796,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q2,220805,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q2,78458,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q2,66095,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2020,Q2,49962,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2020,Q2,44719,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2020,Q2,44423,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q2,41855,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2020,Q2,41813,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2020,Q2,37600,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2020,Q2,34565,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q3,248814,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q3,87182,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q3,73162,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2020,Q3,55153,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2020,Q3,50914,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2020,Q3,49443,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Udhampur,2020,Q3,47399,33.0,75.166667
Northern Region,Jammu and Kashmir,Kupwara,2020,Q3,47288,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Samba,2020,Q3,42915,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2020,Q3,38434,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q4,282463,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q4,98923,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q4,83119,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2020,Q4,62364,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2020,Q4,57651,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2020,Q4,56211,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q4,54447,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2020,Q4,53803,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2020,Q4,48775,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2020,Q4,43240,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2021,Q1,307670,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q1,107147,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q1,90607,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2021,Q1,67920,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2021,Q1,62777,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2021,Q1,61151,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q1,59485,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q1,58664,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2021,Q1,53123,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2021,Q1,47092,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2021,Q2,329625,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q2,114498,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q2,97258,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2021,Q2,72750,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2021,Q2,67569,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2021,Q2,65592,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q2,63957,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q2,63296,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2021,Q2,57066,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2021,Q2,50772,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2021,Q3,354280,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q3,122752,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q3,104763,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2021,Q3,78298,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2021,Q3,73280,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2021,Q3,70633,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q3,69102,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q3,68452,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2021,Q3,61677,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2021,Q3,55013,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2021,Q4,378618,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q4,130968,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q4,112175,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2021,Q4,83726,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2021,Q4,78693,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2021,Q4,75622,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q4,74136,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q4,73525,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2021,Q4,66057,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2021,Q4,59304,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2022,Q1,401675,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q1,138727,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q1,119475,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2022,Q1,88994,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2022,Q1,83944,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2022,Q1,80434,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2022,Q1,78894,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q1,78353,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2022,Q1,70288,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2022,Q1,63232,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2022,Q2,423398,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q2,146169,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q2,126067,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2022,Q2,93893,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2022,Q2,88764,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2022,Q2,84898,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2022,Q2,83470,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q2,82705,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2022,Q2,74186,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2022,Q2,66893,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2022,Q3,445345,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q3,153729,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q3,132526,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2022,Q3,98698,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2022,Q3,93084,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2022,Q3,89184,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2022,Q3,87867,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q3,86915,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2022,Q3,78092,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2022,Q3,70231,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2022,Q4,465635,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q4,160924,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q4,138215,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2022,Q4,103056,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2022,Q4,96688,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Anantnag,2022,Q4,93107,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2022,Q4,91691,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q4,90677,33.0,75.166667
Northern Region,Jammu and Kashmir,Samba,2022,Q4,81447,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Rajouri,2022,Q4,72921,33.3772495,74.3132332
Eastern Region,Jharkhand,Ranchi,2018,Q1,159444,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2018,Q1,130195,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2018,Q1,103016,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2018,Q1,101673,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2018,Q1,56421,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q1,45940,24.1608897,86.25113503
Eastern Region,Jharkhand,Ramgarh,2018,Q1,37875,23.59877595,85.53691565
Eastern Region,Jharkhand,Deoghar,2018,Q1,35229,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2018,Q1,31788,23.916667,84.083333
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q1,31177,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2018,Q2,216019,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2018,Q2,181348,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2018,Q2,142493,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2018,Q2,139675,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2018,Q2,78856,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q2,63248,24.1608897,86.25113503
Eastern Region,Jharkhand,Ramgarh,2018,Q2,51846,23.59877595,85.53691565
Eastern Region,Jharkhand,Deoghar,2018,Q2,50575,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2018,Q2,45659,23.916667,84.083333
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q2,43186,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2018,Q3,265341,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2018,Q3,219103,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2018,Q3,176668,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2018,Q3,167183,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2018,Q3,99502,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q3,80440,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2018,Q3,63814,24.4766423,86.60673245
Eastern Region,Jharkhand,Ramgarh,2018,Q3,63704,23.59877595,85.53691565
Eastern Region,Jharkhand,Palamu,2018,Q3,59382,23.916667,84.083333
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q3,54706,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2018,Q4,326599,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2018,Q4,268439,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2018,Q4,217406,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2018,Q4,202242,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2018,Q4,126167,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q4,103118,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2018,Q4,80669,24.4766423,86.60673245
Eastern Region,Jharkhand,Ramgarh,2018,Q4,78772,23.59877595,85.53691565
Eastern Region,Jharkhand,Palamu,2018,Q4,77478,23.916667,84.083333
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q4,68611,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2019,Q1,386608,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2019,Q1,313255,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2019,Q1,256344,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2019,Q1,235969,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2019,Q1,151904,24.0,85.25
Eastern Region,Jharkhand,Giridih,2019,Q1,123889,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2019,Q1,97449,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2019,Q1,94917,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2019,Q1,93606,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2019,Q1,81052,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2019,Q2,441616,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2019,Q2,350861,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2019,Q2,293761,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2019,Q2,263361,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2019,Q2,174278,24.0,85.25
Eastern Region,Jharkhand,Giridih,2019,Q2,140800,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2019,Q2,115129,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2019,Q2,109508,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2019,Q2,106681,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2019,Q2,91579,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2019,Q3,495155,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2019,Q3,388528,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2019,Q3,329319,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2019,Q3,290252,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2019,Q3,196452,24.0,85.25
Eastern Region,Jharkhand,Giridih,2019,Q3,155689,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2019,Q3,132603,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2019,Q3,123609,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2019,Q3,119804,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2019,Q3,101247,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2019,Q4,548293,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2019,Q4,436201,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2019,Q4,364379,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2019,Q4,322689,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2019,Q4,222038,24.0,85.25
Eastern Region,Jharkhand,Giridih,2019,Q4,175648,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2019,Q4,155132,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2019,Q4,141817,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2019,Q4,134423,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2019,Q4,112827,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2020,Q1,602664,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2020,Q1,479075,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2020,Q1,398663,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2020,Q1,352220,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2020,Q1,248710,24.0,85.25
Eastern Region,Jharkhand,Giridih,2020,Q1,195939,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2020,Q1,179746,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2020,Q1,161215,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2020,Q1,149467,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2020,Q1,124479,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2020,Q2,658759,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2020,Q2,519732,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2020,Q2,434360,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2020,Q2,380895,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2020,Q2,276976,24.0,85.25
Eastern Region,Jharkhand,Giridih,2020,Q2,220721,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2020,Q2,210740,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2020,Q2,183579,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2020,Q2,165378,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2020,Q2,136923,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2020,Q3,722352,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2020,Q3,564484,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2020,Q3,476881,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2020,Q3,412560,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2020,Q3,306623,24.0,85.25
Eastern Region,Jharkhand,Giridih,2020,Q3,242810,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2020,Q3,238221,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2020,Q3,204809,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2020,Q3,182149,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2020,Q3,150480,22.8232012,85.91973202
Eastern Region,Jharkhand,Ranchi,2020,Q4,791146,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2020,Q4,614521,23.7952809,86.4309638
Eastern Region,Jharkhand,East Singhbhum,2020,Q4,520692,22.8092139,86.2091549
Eastern Region,Jharkhand,Bokaro,2020,Q4,446968,23.69912795,85.99106894
Eastern Region,Jharkhand,Hazaribag,2020,Q4,337622,24.0,85.25
Eastern Region,Jharkhand,Giridih,2020,Q4,266388,24.1608897,86.25113503
Eastern Region,Jharkhand,Deoghar,2020,Q4,261144,24.4766423,86.60673245
Eastern Region,Jharkhand,Palamu,2020,Q4,227735,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2020,Q4,199908,23.59877595,85.53691565
